dateComponents,activeEnergyBurned,activeEnergyBurnedGoal,activeEnergyBurnedUnit,appleMoveTime,appleMoveTimeGoal,appleExerciseTime,appleExerciseTimeGoal,appleStandHours,appleStandHoursGoal
2018-07-08,544.0,400,Cal,0,0,68,30,14,12
2018-07-09,762.0,400,Cal,0,0,127,30,16,12
2018-07-10,606.0,400,Cal,0,0,86,30,15,12
2018-07-11,325.0,400,Cal,0,0,21,30,14,12
2018-07-12,496.0,400,Cal,0,0,65,30,15,12
2018-07-13,405.0,400,Cal,0,0,47,30,11,12
2018-07-14,338.0,400,Cal,0,0,19,30,10,12
2018-07-15,569.0,400,Cal,0,0,76,30,9,12
2018-07-16,714.0,400,Cal,0,0,103,30,16,12
2018-07-17,254.0,400,Cal,0,0,9,30,13,12
2018-07-18,427.0,400,Cal,0,0,52,30,14,12
2018-07-19,801.0,400,Cal,0,0,133,30,14,12
2018-07-20,249.0,400,Cal,0,0,17,30,12,12
2018-07-21,571.0,400,Cal,0,0,86,30,15,12
2018-07-22,213.0,400,Cal,0,0,0,30,12,12
2018-07-23,622.0,400,Cal,0,0,96,30,14,12
2018-07-24,691.0,400,Cal,0,0,97,30,15,12
2018-07-25,337.0,400,Cal,0,0,20,30,16,12
2018-07-26,696.0,400,Cal,0,0,92,30,17,12
2018-07-27,262.0,400,Cal,0,0,19,30,10,12
2018-07-28,262.0,400,Cal,0,0,18,30,13,12
2018-07-29,261.0,400,Cal,0,0,15,30,11,12
2018-07-30,462.0,400,Cal,0,0,61,30,14,12
2018-07-31,300.0,400,Cal,0,0,19,30,15,12
2018-08-01,769.0,400,Cal,0,0,108,30,16,12
2018-08-02,685.0,400,Cal,0,0,84,30,17,12
2018-08-03,429.0,400,Cal,0,0,46,30,12,12
2018-08-04,171.0,400,Cal,0,0,4,30,11,12
2018-08-05,492.0,400,Cal,0,0,61,30,13,12
2018-08-06,529.0,400,Cal,0,0,83,30,12,12
2018-08-07,492.0,400,Cal,0,0,58,30,16,12
2018-08-08,352.0,400,Cal,0,0,19,30,14,12
2018-08-09,593.0,400,Cal,0,0,71,30,13,12
2018-08-10,340.0,400,Cal,0,0,6,30,16,12
2018-08-11,318.0,400,Cal,0,0,22,30,12,12
2018-08-12,455.0,400,Cal,0,0,53,30,10,12
2018-08-13,529.0,400,Cal,0,0,65,30,13,12
2018-08-14,539.0,400,Cal,0,0,72,30,13,12
2018-08-15,320.0,400,Cal,0,0,23,30,13,12
2018-08-16,382.0,400,Cal,0,0,39,30,12,12
2018-08-17,456.0,400,Cal,0,0,20,30,13,12
2018-08-18,550.0,400,Cal,0,0,31,30,13,12
2018-08-19,475.0,400,Cal,0,0,40,30,12,12
2018-08-20,318.0,400,Cal,0,0,9,30,15,12
2018-08-21,457.0,400,Cal,0,0,50,30,14,12
2018-08-22,351.0,400,Cal,0,0,21,30,12,12
2018-08-23,413.0,400,Cal,0,0,26,30,15,12
2018-08-24,269.0,400,Cal,0,0,8,30,15,12
2018-08-25,257.0,400,Cal,0,0,6,30,12,12
2018-08-26,239.0,400,Cal,0,0,8,30,14,12
2018-08-27,225.0,400,Cal,0,0,5,30,11,12
2018-08-28,342.0,400,Cal,0,0,17,30,13,12
2018-08-29,607.0,400,Cal,0,0,76,30,16,12
2018-08-30,384.0,400,Cal,0,0,21,30,13,12
2018-08-31,418.0,400,Cal,0,0,32,30,16,12
2018-09-01,652.0,400,Cal,0,0,48,30,19,12
2018-09-02,7.0,400,Cal,0,0,0,30,1,12
2018-09-03,0.0,400,Cal,0,0,0,30,0,12
2018-09-04,495.0,400,Cal,0,0,63,30,12,12
2018-09-05,601.0,400,Cal,0,0,89,30,13,12
2018-09-06,576.0,400,Cal,0,0,78,30,15,12
2018-09-07,422.0,400,Cal,0,0,36,30,14,12
2018-09-08,510.0,400,Cal,0,0,70,30,14,12
2018-09-09,190.0,400,Cal,0,0,1,30,12,12
2018-09-10,440.0,400,Cal,0,0,55,30,12,12
2018-09-11,548.0,400,Cal,0,0,86,30,12,12
2018-09-12,548.0,400,Cal,0,0,72,30,9,12
2018-09-13,688.0,400,Cal,0,0,107,30,13,12
2018-09-14,287.0,400,Cal,0,0,16,30,10,12
2018-09-15,488.0,400,Cal,0,0,68,30,14,12
2018-09-16,649.0,400,Cal,0,0,95,30,15,12
2018-09-17,537.0,400,Cal,0,0,77,30,12,12
2018-09-18,639.0,400,Cal,0,0,92,30,14,12
2018-09-19,552.0,400,Cal,0,0,83,30,15,12
2018-09-20,731.0,400,Cal,0,0,120,30,15,12
2018-09-21,233.0,400,Cal,0,0,19,30,10,12
2018-09-22,599.0,400,Cal,0,0,93,30,13,12
2018-09-23,365.0,400,Cal,0,0,32,30,14,12
2018-09-24,476.0,400,Cal,0,0,61,30,13,12
2018-09-25,622.0,400,Cal,0,0,89,30,15,12
2018-09-26,548.0,400,Cal,0,0,66,30,15,12
2018-09-27,662.0,400,Cal,0,0,106,30,14,12
2018-09-28,365.0,400,Cal,0,0,27,30,12,12
2018-09-29,383.0,400,Cal,0,0,14,30,15,12
2018-09-30,410.0,400,Cal,0,0,53,30,12,12
2018-10-01,491.0,400,Cal,0,0,55,30,15,12
2018-10-02,613.0,400,Cal,0,0,91,30,12,12
2018-10-03,473.0,400,Cal,0,0,72,30,9,12
2018-10-04,415.0,400,Cal,0,0,38,30,13,12
2018-10-05,236.0,400,Cal,0,0,1,30,10,12
2018-10-06,547.0,400,Cal,0,0,67,30,13,12
2018-10-07,471.0,400,Cal,0,0,58,30,13,12
2018-10-08,272.0,400,Cal,0,0,20,30,13,12
2018-10-09,801.0,400,Cal,0,0,128,30,13,12
2018-10-10,575.0,400,Cal,0,0,78,30,12,12
2018-10-11,474.0,400,Cal,0,0,60,30,12,12
2018-10-12,432.0,400,Cal,0,0,38,30,9,12
2018-10-13,349.0,400,Cal,0,0,15,30,13,12
2018-10-14,642.0,400,Cal,0,0,116,30,14,12
2018-10-15,435.0,400,Cal,0,0,58,30,11,12
2018-10-16,629.0,400,Cal,0,0,92,30,14,12
2018-10-17,382.0,400,Cal,0,0,23,30,16,12
2018-10-18,538.0,400,Cal,0,0,67,30,16,12
2018-10-19,327.0,400,Cal,0,0,22,30,13,12
2018-10-20,660.0,400,Cal,0,0,96,30,14,12
2018-10-21,560.0,400,Cal,0,0,82,30,12,12
2018-10-22,453.0,400,Cal,0,0,51,30,12,12
2018-10-23,514.0,400,Cal,0,0,58,30,16,12
2018-10-24,329.0,400,Cal,0,0,25,30,12,12
2018-10-25,489.0,400,Cal,0,0,55,30,14,12
2018-10-26,309.0,400,Cal,0,0,26,30,12,12
2018-10-27,222.0,400,Cal,0,0,6,30,10,12
2018-10-28,570.0,400,Cal,0,0,79,30,12,12
2018-10-29,295.0,400,Cal,0,0,13,30,12,12
2018-10-30,501.0,400,Cal,0,0,61,30,16,12
2018-10-31,661.0,400,Cal,0,0,97,30,17,12
2018-11-01,527.0,400,Cal,0,0,73,30,11,12
2018-11-02,318.0,400,Cal,0,0,19,30,13,12
2018-11-03,257.0,400,Cal,0,0,10,30,15,12
2018-11-04,492.0,400,Cal,0,0,66,30,12,12
2018-11-05,381.0,400,Cal,0,0,37,30,15,12
2018-11-06,474.0,400,Cal,0,0,41,30,16,12
2018-11-07,497.0,400,Cal,0,0,67,30,13,12
2018-11-08,597.0,400,Cal,0,0,75,30,14,12
2018-11-09,282.0,400,Cal,0,0,24,30,13,12
2018-11-10,492.0,400,Cal,0,0,68,30,14,12
2018-11-11,627.0,400,Cal,0,0,77,30,14,12
2018-11-12,414.0,400,Cal,0,0,45,30,15,12
2018-11-13,276.0,400,Cal,0,0,14,30,12,12
2018-11-14,262.0,400,Cal,0,0,9,30,12,12
2018-11-15,328.0,400,Cal,0,0,20,30,14,12
2018-11-16,341.0,400,Cal,0,0,31,30,13,12
2018-11-17,630.0,400,Cal,0,0,78,30,12,12
2018-11-18,431.0,400,Cal,0,0,50,30,11,12
2018-11-19,259.0,400,Cal,0,0,13,30,15,12
2018-11-20,316.0,400,Cal,0,0,10,30,14,12
2018-11-21,370.0,400,Cal,0,0,31,30,13,12
2018-11-22,294.0,400,Cal,0,0,3,30,12,12
2018-11-23,291.0,400,Cal,0,0,6,30,14,12
2018-11-24,276.0,400,Cal,0,0,4,30,15,12
2018-11-25,359.0,400,Cal,0,0,32,30,13,12
2018-11-26,416.0,360,Cal,0,0,40,30,14,12
2018-11-27,312.0,360,Cal,0,0,20,30,16,12
2018-11-28,876.0,350,Cal,0,0,132,30,16,12
2018-11-29,739.0,350,Cal,0,0,54,30,15,12
2018-11-30,611.0,350,Cal,0,0,42,30,16,12
2018-12-01,607.0,350,Cal,0,0,45,30,13,12
2018-12-02,309.0,350,Cal,0,0,0,30,15,12
2018-12-03,706.0,310,Cal,0,0,51,30,12,12
2018-12-04,884.0,310,Cal,0,0,76,30,12,12
2018-12-05,603.0,310,Cal,0,0,45,30,13,12
2018-12-06,858.0,310,Cal,0,0,70,30,13,12
2018-12-07,339.0,310,Cal,0,0,18,30,12,12
2018-12-08,653.0,310,Cal,0,0,56,30,11,12
2018-12-09,909.0,310,Cal,0,0,74,30,11,12
2018-12-10,680.0,310,Cal,0,0,44,30,14,12
2018-12-11,917.0,310,Cal,0,0,88,30,14,12
2018-12-12,499.0,310,Cal,0,0,48,30,13,12
2018-12-13,883.0,310,Cal,0,0,73,30,14,12
2018-12-14,490.0,310,Cal,0,0,37,30,13,12
2018-12-15,709.0,310,Cal,0,0,80,30,12,12
2018-12-16,905.0,310,Cal,0,0,68,30,14,12
2018-12-17,608.0,340,Cal,0,0,62,30,13,12
2018-12-18,921.0,340,Cal,0,0,71,30,17,12
2018-12-19,390.0,340,Cal,0,0,23,30,11,12
2018-12-20,996.0,340,Cal,0,0,82,30,14,12
2018-12-21,436.0,340,Cal,0,0,14,30,11,12
2018-12-22,786.0,340,Cal,0,0,47,30,14,12
2018-12-23,554.0,340,Cal,0,0,25,30,13,12
2018-12-24,519.0,370,Cal,0,0,14,30,15,12
2018-12-25,977.0,370,Cal,0,0,90,30,15,12
2018-12-26,747.0,370,Cal,0,0,45,30,15,12
2018-12-27,595.0,370,Cal,0,0,32,30,13,12
2018-12-28,582.0,370,Cal,0,0,27,30,14,12
2018-12-29,521.0,370,Cal,0,0,15,30,16,12
2018-12-30,399.0,370,Cal,0,0,2,30,14,12
2018-12-31,439.0,400,Cal,0,0,8,30,13,12
2019-01-01,422.0,400,Cal,0,0,7,30,13,12
2019-01-02,438.0,400,Cal,0,0,19,30,12,12
2019-01-03,672.0,400,Cal,0,0,44,30,13,12
2019-01-04,459.0,400,Cal,0,0,28,30,12,12
2019-01-05,713.0,400,Cal,0,0,49,30,13,12
2019-01-06,541.0,400,Cal,0,0,32,30,14,12
2019-01-07,265.0,440,Cal,0,0,0,30,12,12
2019-01-08,415.0,440,Cal,0,0,20,30,15,12
2019-01-09,609.0,440,Cal,0,0,40,30,13,12
2019-01-10,483.0,440,Cal,0,0,31,30,16,12
2019-01-11,558.0,440,Cal,0,0,34,30,14,12
2019-01-12,647.0,440,Cal,0,0,38,30,15,12
2019-01-13,417.0,440,Cal,0,0,29,30,14,12
2019-01-14,387.0,440,Cal,0,0,12,30,11,12
2019-01-15,991.0,440,Cal,0,0,81,30,16,12
2019-01-16,744.0,440,Cal,0,0,85,30,13,12
2019-01-17,924.0,440,Cal,0,0,81,30,14,12
2019-01-18,375.0,440,Cal,0,0,21,30,11,12
2019-01-19,465.0,440,Cal,0,0,35,30,13,12
2019-01-20,259.0,440,Cal,0,0,0,30,11,12
2019-01-21,446.0,440,Cal,0,0,21,30,11,12
2019-01-22,958.0,440,Cal,0,0,77,30,14,12
2019-01-23,474.0,440,Cal,0,0,27,30,12,12
2019-01-24,889.0,440,Cal,0,0,71,30,14,12
2019-01-25,633.0,440,Cal,0,0,45,30,16,12
2019-01-26,511.0,440,Cal,0,0,18,30,16,12
2019-01-27,1132.0,440,Cal,0,0,118,30,15,12
2019-01-28,390.0,440,Cal,0,0,13,30,13,12
2019-01-29,1090.0,440,Cal,0,0,82,30,18,12
2019-01-30,536.0,440,Cal,0,0,37,30,15,12
2019-01-31,572.0,440,Cal,0,0,30,30,14,12
2019-02-01,552.0,440,Cal,0,0,42,30,9,12
2019-02-02,449.0,440,Cal,0,0,35,30,9,12
2019-02-03,1280.0,440,Cal,0,0,143,30,13,12
2019-02-04,699.0,440,Cal,0,0,41,30,16,12
2019-02-05,841.0,440,Cal,0,0,66,30,13,12
2019-02-06,567.0,440,Cal,0,0,40,30,17,12
2019-02-07,337.0,440,Cal,0,0,1,30,12,12
2019-02-08,362.0,440,Cal,0,0,15,30,13,12
2019-02-09,390.0,440,Cal,0,0,15,30,8,12
2019-02-10,478.0,440,Cal,0,0,27,30,13,12
2019-02-11,331.0,440,Cal,0,0,10,30,12,12
2019-02-12,411.0,440,Cal,0,0,17,30,12,12
2019-02-13,455.0,440,Cal,0,0,31,30,14,12
2019-02-14,614.0,440,Cal,0,0,50,30,12,12
2019-02-15,629.0,440,Cal,0,0,64,30,11,12
2019-02-16,655.0,440,Cal,0,0,50,30,13,12
2019-02-17,341.0,440,Cal,0,0,15,30,9,12
2019-02-18,395.0,440,Cal,0,0,20,30,13,12
2019-02-19,479.0,440,Cal,0,0,11,30,11,12
2019-02-20,358.0,440,Cal,0,0,8,30,12,12
2019-02-21,545.0,440,Cal,0,0,21,30,15,12
2019-02-22,418.0,440,Cal,0,0,18,30,14,12
2019-02-23,621.0,440,Cal,0,0,51,30,12,12
2019-02-24,335.0,440,Cal,0,0,1,30,12,12
2019-02-25,422.0,440,Cal,0,0,16,30,12,12
2019-02-26,959.0,440,Cal,0,0,84,30,15,12
2019-02-27,598.0,440,Cal,0,0,35,30,15,12
2019-02-28,982.0,440,Cal,0,0,85,30,14,12
2019-03-01,370.0,440,Cal,0,0,5,30,14,12
2019-03-02,700.0,440,Cal,0,0,65,30,15,12
2019-03-03,823.0,440,Cal,0,0,69,30,14,12
2019-03-04,422.0,440,Cal,0,0,31,30,15,12
2019-03-05,899.0,440,Cal,0,0,73,30,13,12
2019-03-06,512.0,440,Cal,0,0,31,30,15,12
2019-03-07,862.0,440,Cal,0,0,66,30,13,12
2019-03-08,484.0,440,Cal,0,0,33,30,11,12
2019-03-09,517.0,440,Cal,0,0,50,30,13,12
2019-03-10,739.0,440,Cal,0,0,63,30,13,12
2019-03-11,299.0,440,Cal,0,0,7,30,11,12
2019-03-12,904.0,440,Cal,0,0,68,30,14,12
2019-03-13,364.0,440,Cal,0,0,13,30,11,12
2019-03-14,916.0,440,Cal,0,0,71,30,15,12
2019-03-15,550.0,440,Cal,0,0,40,30,13,12
2019-03-16,685.0,440,Cal,0,0,57,30,12,12
2019-03-17,670.0,440,Cal,0,0,8,30,15,12
2019-03-18,531.0,440,Cal,0,0,20,30,9,12
2019-03-19,386.0,440,Cal,0,0,27,30,9,12
2019-03-20,287.0,440,Cal,0,0,5,30,8,12
2019-03-21,353.0,440,Cal,0,0,14,30,9,12
2019-03-22,409.0,440,Cal,0,0,12,30,11,12
2019-03-23,367.0,440,Cal,0,0,17,30,10,12
2019-03-24,789.0,440,Cal,0,0,70,30,11,12
2019-03-25,1018.0,400,Cal,0,0,69,30,15,12
2019-03-26,428.0,400,Cal,0,0,13,30,14,12
2019-03-27,690.0,400,Cal,0,0,44,30,13,12
2019-03-28,612.0,400,Cal,0,0,49,30,15,12
2019-03-29,569.0,400,Cal,0,0,36,30,10,12
2019-03-30,338.0,400,Cal,0,0,16,30,7,12
2019-03-31,882.0,400,Cal,0,0,86,30,12,12
2019-04-01,356.0,400,Cal,0,0,6,30,12,12
2019-04-02,873.0,400,Cal,0,0,68,30,14,12
2019-04-03,572.0,400,Cal,0,0,37,30,15,12
2019-04-04,943.0,400,Cal,0,0,71,30,17,12
2019-04-05,378.0,400,Cal,0,0,12,30,13,12
2019-04-06,563.0,400,Cal,0,0,59,30,12,12
2019-04-07,481.0,400,Cal,0,0,40,30,12,12
2019-04-08,610.0,400,Cal,0,0,51,30,14,12
2019-04-09,998.0,400,Cal,0,0,81,30,14,12
2019-04-10,505.0,400,Cal,0,0,29,30,13,12
2019-04-11,1036.0,400,Cal,0,0,86,30,16,12
2019-04-12,298.0,400,Cal,0,0,0,30,11,12
2019-04-13,376.0,400,Cal,0,0,13,30,9,12
2019-04-14,754.0,400,Cal,0,0,61,30,8,12
2019-04-15,746.0,400,Cal,0,0,39,30,14,12
2019-04-16,964.0,400,Cal,0,0,85,30,13,12
2019-04-17,464.0,400,Cal,0,0,1,30,17,12
2019-04-18,1077.0,400,Cal,0,0,72,30,16,12
2019-04-19,450.0,400,Cal,0,0,17,30,12,12
2019-04-20,406.0,400,Cal,0,0,7,30,11,12
2019-04-21,862.0,400,Cal,0,0,70,30,9,12
2019-04-22,491.0,400,Cal,0,0,33,30,13,12
2019-04-23,451.0,400,Cal,0,0,18,30,12,12
2019-04-24,567.0,400,Cal,0,0,46,30,14,12
2019-04-25,954.0,400,Cal,0,0,68,30,15,12
2019-04-26,304.0,400,Cal,0,0,5,30,14,12
2019-04-27,989.0,400,Cal,0,0,92,30,14,12
2019-04-28,762.0,400,Cal,0,0,65,30,14,12
2019-04-29,382.0,440,Cal,0,0,12,30,11,12
2019-04-30,934.0,440,Cal,0,0,66,30,15,12
2019-05-01,484.0,440,Cal,0,0,24,30,17,12
2019-05-02,592.0,440,Cal,0,0,34,30,15,12
2019-05-03,390.0,440,Cal,0,0,15,30,14,12
2019-05-04,623.0,440,Cal,0,0,43,30,14,12
2019-05-05,474.0,440,Cal,0,0,16,30,13,12
2019-05-06,382.0,480,Cal,0,0,15,30,14,12
2019-05-07,913.0,480,Cal,0,0,65,30,15,12
2019-05-08,909.0,480,Cal,0,0,93,30,16,12
2019-05-09,844.0,480,Cal,0,0,71,30,12,12
2019-05-10,296.0,480,Cal,0,0,2,30,14,12
2019-05-11,611.0,480,Cal,0,0,66,30,10,12
2019-05-12,849.0,480,Cal,0,0,86,30,13,12
2019-05-13,548.0,480,Cal,0,0,48,30,12,12
2019-05-14,868.0,480,Cal,0,0,69,30,12,12
2019-05-15,791.0,480,Cal,0,0,48,30,9,12
2019-05-16,735.0,480,Cal,0,0,38,30,14,12
2019-05-17,569.0,480,Cal,0,0,55,30,13,12
2019-05-18,828.0,480,Cal,0,0,98,30,14,12
2019-05-19,860.0,480,Cal,0,0,83,30,13,12
2019-05-20,916.0,480,Cal,0,0,91,30,12,12
2019-05-21,970.0,480,Cal,0,0,90,30,14,12
2019-05-22,1026.0,480,Cal,0,0,98,30,16,12
2019-05-23,427.0,480,Cal,0,0,9,30,11,12
2019-05-24,799.0,480,Cal,0,0,40,30,14,12
2019-05-25,392.0,480,Cal,0,0,4,30,10,12
2019-05-26,351.0,480,Cal,0,0,2,30,15,12
2019-05-27,465.0,480,Cal,0,0,9,30,13,12
2019-05-28,462.0,480,Cal,0,0,32,30,14,12
2019-05-29,415.0,480,Cal,0,0,21,30,13,12
2019-05-30,496.0,480,Cal,0,0,34,30,13,12
2019-05-31,365.0,480,Cal,0,0,6,30,15,12
2019-06-01,358.0,480,Cal,0,0,17,30,13,12
2019-06-02,361.0,480,Cal,0,0,17,30,12,12
2019-06-03,377.0,480,Cal,0,0,12,30,10,12
2019-06-04,1146.0,480,Cal,0,0,100,30,18,12
2019-06-05,1039.0,480,Cal,0,0,103,30,15,12
2019-06-06,978.0,480,Cal,0,0,83,30,15,12
2019-06-07,636.0,480,Cal,0,0,46,30,14,12
2019-06-08,775.0,480,Cal,0,0,75,30,11,12
2019-06-09,464.0,480,Cal,0,0,45,30,10,12
2019-06-10,602.0,480,Cal,0,0,41,30,14,12
2019-06-11,956.0,480,Cal,0,0,74,30,15,12
2019-06-12,890.0,480,Cal,0,0,79,30,10,12
2019-06-13,730.0,480,Cal,0,0,50,30,15,12
2019-06-14,514.0,480,Cal,0,0,42,30,13,12
2019-06-15,419.0,480,Cal,0,0,31,30,10,12
2019-06-16,716.0,480,Cal,0,0,63,30,11,12
2019-06-17,391.0,480,Cal,0,0,20,30,14,12
2019-06-18,831.0,480,Cal,0,0,63,30,10,12
2019-06-19,696.0,480,Cal,0,0,50,30,11,12
2019-06-20,742.0,480,Cal,0,0,40,30,13,12
2019-06-21,545.0,480,Cal,0,0,33,30,16,12
2019-06-22,529.0,480,Cal,0,0,18,30,14,12
2019-06-23,357.0,480,Cal,0,0,9,30,12,12
2019-06-24,374.0,480,Cal,0,0,8,30,16,12
2019-06-25,1112.0,480,Cal,0,0,70,30,16,12
2019-06-26,404.0,480,Cal,0,0,2,30,14,12
2019-06-27,826.0,480,Cal,0,0,43,30,18,12
2019-06-28,482.0,480,Cal,0,0,8,30,15,12
2019-06-29,371.0,480,Cal,0,0,6,30,13,12
2019-06-30,389.0,480,Cal,0,0,7,30,12,12
2019-07-01,1113.0,480,Cal,0,0,78,30,15,12
2019-07-02,382.0,480,Cal,0,0,6,30,15,12
2019-07-03,466.0,480,Cal,0,0,11,30,16,12
2019-07-04,493.0,480,Cal,0,0,14,30,15,12
2019-07-05,397.0,480,Cal,0,0,8,30,13,12
2019-07-06,405.0,480,Cal,0,0,16,30,15,12
2019-07-07,439.0,480,Cal,0,0,15,30,13,12
2019-07-08,508.0,480,Cal,0,0,25,30,17,12
2019-07-09,849.0,480,Cal,0,0,60,30,12,12
2019-07-10,955.0,480,Cal,0,0,90,30,11,12
2019-07-11,857.0,480,Cal,0,0,57,30,14,12
2019-07-12,497.0,480,Cal,0,0,22,30,17,12
2019-07-13,392.0,480,Cal,0,0,9,30,15,12
2019-07-14,950.0,480,Cal,0,0,66,30,15,12
2019-07-15,396.0,480,Cal,0,0,12,30,16,12
2019-07-16,852.0,480,Cal,0,0,67,30,15,12
2019-07-17,583.0,480,Cal,0,0,21,30,13,12
2019-07-18,542.0,480,Cal,0,0,25,30,14,12
2019-07-19,644.0,480,Cal,0,0,31,30,14,12
2019-07-20,610.0,480,Cal,0,0,13,30,15,12
2019-07-21,509.0,480,Cal,0,0,12,30,14,12
2019-07-22,537.0,480,Cal,0,0,30,30,16,12
2019-07-23,316.0,480,Cal,0,0,0,30,16,12
2019-07-24,557.0,480,Cal,0,0,29,30,13,12
2019-07-25,997.0,480,Cal,0,0,87,30,14,12
2019-07-26,581.0,480,Cal,0,0,42,30,17,12
2019-07-27,319.0,480,Cal,0,0,7,30,12,12
2019-07-28,265.0,480,Cal,0,0,0,30,15,12
2019-07-29,519.0,480,Cal,0,0,27,30,13,12
2019-07-30,506.0,480,Cal,0,0,30,30,15,12
2019-07-31,898.0,480,Cal,0,0,69,30,16,12
2019-08-01,538.0,480,Cal,0,0,28,30,12,12
2019-08-02,399.0,480,Cal,0,0,12,30,13,12
2019-08-03,527.0,480,Cal,0,0,24,30,13,12
2019-08-04,831.0,480,Cal,0,0,70,30,12,12
2019-08-05,1008.0,480,Cal,0,0,75,30,18,12
2019-08-06,350.0,480,Cal,0,0,1,30,16,12
2019-08-07,1074.0,480,Cal,0,0,103,30,15,12
2019-08-08,955.0,480,Cal,0,0,135,30,16,12
2019-08-09,350.0,480,Cal,0,0,12,30,12,12
2019-08-10,531.0,480,Cal,0,0,53,30,10,12
2019-08-11,823.0,480,Cal,0,0,78,30,11,12
2019-08-12,896.0,480,Cal,0,0,80,30,13,12
2019-08-13,382.0,480,Cal,0,0,11,30,12,12
2019-08-14,1072.0,480,Cal,0,0,97,30,14,12
2019-08-15,683.0,480,Cal,0,0,43,30,15,12
2019-08-16,827.0,480,Cal,0,0,85,30,14,12
2019-08-17,362.0,480,Cal,0,0,16,30,12,12
2019-08-18,595.0,480,Cal,0,0,39,30,14,12
2019-08-19,882.0,470,Cal,0,0,63,30,16,12
2019-08-20,452.0,470,Cal,0,0,17,30,14,12
2019-08-21,954.0,470,Cal,0,0,78,30,15,12
2019-08-22,409.0,470,Cal,0,0,17,30,14,12
2019-08-23,315.0,470,Cal,0,0,6,30,10,12
2019-08-24,591.0,470,Cal,0,0,70,30,12,12
2019-08-25,204.0,470,Cal,0,0,0,30,12,12
2019-08-26,322.0,470,Cal,0,0,6,30,11,12
2019-08-27,343.0,470,Cal,0,0,0,30,16,12
2019-08-28,582.0,470,Cal,0,0,35,30,16,12
2019-08-29,508.0,470,Cal,0,0,13,30,15,12
2019-08-30,506.0,470,Cal,0,0,7,30,14,12
2019-08-31,469.0,470,Cal,0,0,7,30,15,12
2019-09-01,437.0,470,Cal,0,0,7,30,14,12
2019-09-02,417.0,470,Cal,0,0,6,30,13,12
2019-09-03,670.0,470,Cal,0,0,56,30,14,12
2019-09-04,490.0,470,Cal,0,0,13,30,13,12
2019-09-05,592.0,470,Cal,0,0,41,30,16,12
2019-09-06,540.0,470,Cal,0,0,20,30,13,12
2019-09-07,786.0,470,Cal,0,0,20,30,14,12
2019-09-08,563.0,470,Cal,0,0,10,30,14,12
2019-09-09,404.0,470,Cal,0,0,7,30,14,12
2019-09-10,429.0,470,Cal,0,0,20,30,12,12
2019-09-11,1048.0,470,Cal,0,0,78,30,14,12
2019-09-12,382.0,470,Cal,0,0,1,30,11,12
2019-09-13,573.0,470,Cal,0,0,29,30,14,12
2019-09-14,929.0,470,Cal,0,0,72,30,14,12
2019-09-15,863.0,470,Cal,0,0,104,30,14,12
2019-09-16,1208.0,470,Cal,0,0,120,30,14,12
2019-09-17,615.0,470,Cal,0,0,42,30,14,12
2019-09-18,393.0,470,Cal,0,0,1,30,11,12
2019-09-19,842.0,470,Cal,0,0,73,30,14,12
2019-09-20,395.0,470,Cal,0,0,13,30,12,12
2019-09-21,264.0,470,Cal,0,0,1,30,12,12
2019-09-22,479.0,470,Cal,0,0,17,30,16,12
2019-09-23,825.0,470,Cal,0,0,61,30,11,12
2019-09-24,547.0,470,Cal,0,0,54,30,10,12
2019-09-25,965.0,470,Cal,0,0,85,30,15,12
2019-09-26,544.0,470,Cal,0,0,53,30,12,12
2019-09-27,342.0,470,Cal,0,0,7,30,12,12
2019-09-28,374.0,470,Cal,0,0,3,30,13,12
2019-09-29,613.0,470,Cal,0,0,67,30,12,12
2019-09-30,300.0,470,Cal,0,0,7,30,15,12
2019-10-01,418.0,470,Cal,0,0,30,30,13,12
2019-10-02,320.0,470,Cal,0,0,1,30,13,12
2019-10-03,482.0,470,Cal,0,0,33,30,14,12
2019-10-04,365.0,470,Cal,0,0,17,30,15,12
2019-10-05,355.0,470,Cal,0,0,5,30,11,12
